,param_C,param_kernel,param_gamma,param_degree,param_class_weight,param_probability,param_shrinking,param_tol,mean_test_score,std_test_score,rank_test_score
160,3.4587024074078463,rbf,auto,8,balanced,True,False,0.0921313505571426,-1.140589666812732,0.03950979470487408,238
113,3.449145731591386,rbf,auto,4,balanced,True,False,0.053178724668342794,-1.1406426596642636,0.04213746510046501,239
176,2.877850549275786,rbf,auto,5,balanced,True,False,0.042009065701304985,-1.1406517504288787,0.04144213978602496,240
185,3.480462725092378,rbf,auto,2,balanced,True,False,0.12832886432445653,-1.1406936887595593,0.04275491000856141,241
19,2.545227288910538,rbf,auto,8,balanced,True,True,0.07873545793789641,-1.1407576573679552,0.03940409690273526,242
212,3.0935924535540487,rbf,auto,4,balanced,True,False,0.15883424772146768,-1.14100022999185,0.0433561041370324,243
99,3.1374299014982068,rbf,auto,4,balanced,True,False,0.19617041589250694,-1.1410779893163014,0.040935645835497844,244
230,2.551823536822427,rbf,auto,2,balanced,True,False,0.02788293538779485,-1.1416309062947718,0.041686957527945954,245
138,3.2812960504712025,rbf,auto,7,balanced,True,True,0.18718582113745852,-1.1417094790860858,0.04165990731510585,246
32,2.6108908208118313,rbf,auto,12,balanced,True,True,0.04134384046707924,-1.1417921341473911,0.04193543202030783,247
67,2.5091970516166295,rbf,auto,14,balanced,True,True,0.13370035382161116,-1.1418271663930077,0.03954107173296853,248
102,2.5253507434154576,rbf,auto,5,balanced,True,False,0.16819602410244117,-1.141851411333221,0.04108524562797038,249
45,3.2030189588951776,rbf,auto,1,balanced,True,False,0.19535641654419214,-1.1419670128384545,0.04346838106754643,250
