,param_n_neighbors,param_weights,param_algorithm,param_leaf_size,param_p,param_metric,mean_test_score,std_test_score,rank_test_score
332,278,distance,ball_tree,280,87.4358249839637,chebyshev,-1.8801260358171485,0.006624693461865231,289
246,284,distance,brute,342,12.423792592039684,chebyshev,-1.8803495783587576,0.006932866631438361,290
78,266,distance,ball_tree,103,6.16817211686077,chebyshev,-1.8805052829675344,0.008835516711900969,291
397,328,distance,brute,489,66.05116477917157,minkowski,-1.8808061319186269,0.007708221915137799,292
365,232,distance,ball_tree,354,88.34232380816606,chebyshev,-1.880905063829499,0.00874904608511164,293
21,272,distance,brute,201,34.08980248526492,chebyshev,-1.8810297760458485,0.008514235878102624,294
206,307,distance,kd_tree,397,85.64522917345182,minkowski,-1.8812037679173195,0.0085194749397371,295
242,289,distance,ball_tree,403,43.1424550592498,chebyshev,-1.8812255477081379,0.006685915128312592,296
403,359,distance,kd_tree,474,17.844438514271964,minkowski,-1.8820479698351638,0.006595388250591663,297
34,141,uniform,kd_tree,456,49.48299713589832,minkowski,-1.882463037591516,0.01397230647752359,298
406,297,distance,ball_tree,482,25.606965879799823,chebyshev,-1.8826140466271482,0.006705481343323685,299
136,369,distance,kd_tree,242,17.483426113700094,minkowski,-1.8832329268117398,0.006993606501070414,300
4,318,distance,ball_tree,161,53.475643163223786,chebyshev,-1.8835786623850517,0.0077388127175465615,301
61,321,distance,ball_tree,453,50.919337988475235,chebyshev,-1.8836793464859074,0.007384719305396631,302
96,327,distance,brute,101,83.0426843771268,chebyshev,-1.884167541209273,0.007080452865757555,303
387,388,distance,kd_tree,340,14.271465381927738,minkowski,-1.885127722902363,0.00742772790151786,304
194,365,distance,ball_tree,328,76.05019247653135,minkowski,-1.8852446938545526,0.006953829717634182,305
42,329,distance,brute,294,64.23058305935794,chebyshev,-1.8853949756724835,0.006384174904869813,306
290,384,distance,ball_tree,485,42.75807757849284,minkowski,-1.8855722124802707,0.007203189377033433,307
197,332,distance,ball_tree,402,44.91349085702184,chebyshev,-1.885813371423367,0.007022433276617826,308
407,347,distance,brute,43,82.29857387160935,chebyshev,-1.8861281409903992,0.006144748262012251,309
178,354,distance,brute,112,19.656702405130577,chebyshev,-1.8861497705625094,0.007189011114077546,310
44,353,distance,brute,326,86.83588048137199,chebyshev,-1.8861610749370477,0.006535954062627907,311
460,353,distance,brute,390,2.768780961325722,chebyshev,-1.8861610749370477,0.006535954062627907,311
51,151,uniform,ball_tree,233,73.59556788702393,minkowski,-1.8870609888078569,0.013024076888108773,313
363,368,distance,ball_tree,4,77.77238880667802,chebyshev,-1.8872425440194749,0.007811919329055805,314
167,390,distance,brute,78,75.74709381337566,chebyshev,-1.8874607882506886,0.007396806264560129,315
